regimenId,regimenName,treatmentLine,ageCategory,regimenAddTime
1590,TDF-3TC-LPV/r,,,3/12/24 17:44
1591,TDF-3TC-DTG/ -DRV/RTV,Second Line,,3/13/24 21:54
1592,TLD-3TC-DTG-DRV/RTV,Third Line,,3/14/24 18:56
1593,TDF-3TC-DRV-r,Second Line,,3/15/24 12:02
1594,TDF-3TC-EFV,,,3/17/24 12:10
1595,TDF-3TC-ETV-DRV,Third Line,,3/18/24 10:08
1596,AZT-3TC-EFV,,,3/18/24 12:37
1597,TDF-3TC-DTG,,,3/19/24 4:39
1598,AZT-3TC-DTG,,,3/19/24 4:42
1599,TDF-3TC-DTG,,,3/19/24 9:11
1600,TDF-3TC-DTG-DRV,Second Line,,3/19/24 11:28
1601,TDF-DTG-DTG-TDF/3TC,First Line,,3/19/24 12:49
1602,ATV/r-3TC-TDF/3TC,Second Line,,3/19/24 13:42
1603,AZT-NVP-3TC,First Line,,3/20/24 11:28
1604,TDF-3TC-ATV-RIT,Second Line,,3/21/24 13:09
1605,TDF-3TC-LPV-RIT,Second Line,,3/21/24 13:15
1606,TDF-3TC-DRV-RIT,Third Line,,3/21/24 13:17
1607,TDF-ETR-ATV/r,Third Line,,3/22/24 9:39
1608,TDF-3TC-LPV/r,,,3/22/24 11:07
1609,TDF-3TC-DRV-DRV/ETV,Third Line,,3/24/24 16:21
1610,TDF-3TC-EFV,,,3/25/24 9:32
1611,TDF-3TC-EFV,,,3/25/24 9:32
1612,ABC-3TC-LPV/r,,,3/25/24 13:33
1613,ABC-3TC-LPV/r,,,3/25/24 13:33
1614,ABC-3TC-LPV/r,,,3/25/24 13:33
1615,TDF/ -3TC-ALV/r,First Line,,3/26/24 8:21
1616,ABC-3TC-LPV/r,,,3/26/24 8:40
1617,ABC-3TC-DTG,,,3/26/24 8:42
1618,TDF/ -3TC-NVP,First Line,,3/26/24 9:15
1619,TDF-3TC-DRV/r/ETV,Third Line,,3/26/24 18:05
1620,AZT-3TC-DTG,,,3/27/24 10:11
1621,ABC-3TC-ATZ,Second Line,,4/4/24 5:27
1622,TDF-3TC-DTG,,,4/5/24 9:26
1623,DTG-DVR-RTV,Third Line,,4/5/24 9:52
1624,   -   -TDF-3TC/DTG,Second Line,,4/8/24 5:56
1625,TDF-3TC-DTG,,,4/8/24 11:59
1626,TDF-3TC-DTG,,,4/8/24 11:59
1627,TDF-3TC-DTG,,,4/8/24 11:59
1628,TDF-3TC-DTG,,,4/8/24 12:00
1629,DTG-3TC-TDF,First Line,,4/9/24 9:31
1630,TDF-3TC-DTG,,,4/9/24 12:14
1631,ABC-3TC-DTG,,,4/9/24 12:39
1632,   / -   -TDF-3TC/DTG,Second Line,,4/10/24 18:41
1633,TLD-DRV-RTV-DTG,Third Line,,4/11/24 6:49
1634,4F/-5O/-1O/,First Line,,4/11/24 9:38
1635,AZT/-3TC-LPV/r,,,4/11/24 9:43
1636,DRV/r-DTG-3TC-TDF,Third Line,,4/11/24 10:22
1637,ABC-3TC-EFV,,,4/11/24 10:24
1638,AZT-3TC-ATR/r,Second Line,,4/11/24 11:09
1639,TDF-3TC-DTG,,,4/11/24 13:13
1640,ABC-3TC-DTG,,,4/11/24 19:07
1641,TDF-3TC-EFV,,,4/12/24 3:35
1642,ABC-3TC-EFZ,First Line,,4/16/24 8:01
1643,ABC-3TC-DRV/r-ETR,Third Line,,4/16/24 12:47
1644,ABC-3TC-EFV,,,4/16/24 13:15
1645,ABC-3TC-DTG,,,4/16/24 13:17
1646,TDF-3TC-DTG,,,4/16/24 13:18
1647,TDF-3TC-EFV,,,4/17/24 11:12
1648,NIL-NIL-NVP-TDF/3TC,First Line,,4/17/24 12:10
1649,TDF-3TC-ATV-RTV/ETR,Third Line,,4/17/24 13:32
1650,AZT-3TC-EFZ,Second Line,,4/18/24 9:01
1651,ABC-3TC-EFZ,Second Line,,4/18/24 9:01
